Plate Name,Experiment Name,Specimen Name,Sample Name,Workspace Name,Plot Name,Gate Name,X Parameter,Y Parameter,Event Count,% Parent,% Total,Mean X,Mean Y,Median X,Median Y,Std. Dev. X,Std. Dev. Y,% C.V. X,% C.V. Y,Concentration
Symbio.Counts.Dec.14.2018.PlateCrerun,Experiment,RogueMontipora,A11,Default,Global,All Events,Global,Global,"12,062",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","90.014925"
Symbio.Counts.Dec.14.2018.PlateCrerun,Experiment,RogueMontipora,A11,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"3,157",Disabled,Disabled,"1,069,331.625000","6,615,921.000000","771,235.0","7,705,233.0",Disabled,Disabled,"97.644919%","36.535393%","23.559701"
Symbio.Counts.Dec.14.2018.PlateCrerun,Experiment,RogueMontipora,A11,Default,BL3-H vs Count,R1,BL3-H,Count,"565",Disabled,Disabled,"5,007,462.000000","---","5,521,801.0","---",Disabled,Disabled,"25.117098%","---","4.216418"
Symbio.Counts.Dec.14.2018.PlateCrerun,Experiment,p_compressa,A1,Default,Global,All Events,Global,Global,"43,960",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","328.059701"
Symbio.Counts.Dec.14.2018.PlateCrerun,Experiment,p_compressa,A1,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"19,313",Disabled,Disabled,"505,004.500000","2,954,102.250000","216,247.0","2,632,723.0",Disabled,Disabled,"171.779868%","52.089239%","144.126866"
Symbio.Counts.Dec.14.2018.PlateCrerun,Experiment,p_compressa,A1,Default,BL3-H vs Count,R1,BL3-H,Count,"12,586",Disabled,Disabled,"3,606,038.250000","---","3,393,657.0","---",Disabled,Disabled,"30.733285%","---","93.925373"
Symbio.Counts.Dec.14.2018.PlateCrerun,Experiment,p_compressa,A2,Default,Global,All Events,Global,Global,"16,291",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","121.574627"
Symbio.Counts.Dec.14.2018.PlateCrerun,Experiment,p_compressa,A2,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"9,259",Disabled,Disabled,"459,137.000000","3,099,845.000000","226,515.0","2,705,975.0",Disabled,Disabled,"181.395871%","48.016933%","69.097015"
Symbio.Counts.Dec.14.2018.PlateCrerun,Experiment,p_compressa,A2,Default,BL3-H vs Count,R1,BL3-H,Count,"6,687",Disabled,Disabled,"3,581,077.000000","---","3,285,187.0","---",Disabled,Disabled,"31.844928%","---","49.902985"
Symbio.Counts.Dec.14.2018.PlateCrerun,Experiment,p_compressa,A3,Default,Global,All Events,Global,Global,"18,631",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","138.007407"
Symbio.Counts.Dec.14.2018.PlateCrerun,Experiment,p_compressa,A3,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"8,435",Disabled,Disabled,"534,847.562500","2,699,454.000000","252,030.0","2,508,231.0",Disabled,Disabled,"173.180244%","46.626860%","62.481481"
